,index,url,lecture_name,professor_name,rate,semester,text
116,16,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,아 출책 몇번해야하지...라고 하면서 다니다보면 에타의 누군가가 요일 채플별로 계산을 해줌 ^^
117,17,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,19년 1학기,그냥 채플이지무슨 말이 더 필요할까?그냥 패스받으면 끝
118,18,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,아 오늘 가지 말까... 할 때 가야 패스하는것이 채플.
119,19,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,19년 1학기,"아직도 채플이 남았다니,,,,으아아아아엉어아아아아"
120,20,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,챞을 이즈쵚을 결석만 하지 마세요 아니 뭘 더 적으라는거야
121,21,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,4결 개꿀띠. 채플 다들었다다들 미리미리 들으세요 ㅠ
122,22,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,채플은 채플이다 4결 딱 맞춰서 지헤롭게 패-쓰
123,23,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,19년 1학기,채플 마지막 학기 끝났다 채플은 항상 양 옆자리와 어깨싸움이 중요한거같다
124,24,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,꿀자리 배정받아서 잘 자고 갑니다~ ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
125,25,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,19년 1학기,채플은 그냥 채플입니다 후후 드디어 채플 끝입니다 화이팅 여러분
126,26,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,송도보다좋아요~~~4결 꿀입니다 핸드폰도 안잡네요
127,27,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,19년 1학기,채플은 채플이다...채플시러  흙흙모래여러분 언능 채우세요
128,28,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,20.0,19년 1학기,채플이니 1점~ 하지만 폰이나 자는 거 안 잡는 건 매우 좋다
129,29,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,채플 모두 패스합시다! 화이팅! 가즈아! 갑시다!
130,30,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,채플은 채플입니다.영어 채플이라 그런지 평소보다 더 힘든 느낌이었습니다
131,31,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,20.0,19년 1학기,채플은 항상 끔찍하네요. 이번 학기에는 에어팟 있으신 분들이 승자인 것 같습니다.
132,32,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,19년 1학기,채플이 채플이죠 뭐..저는 한번 남았네요 . 출석일수 잘 확인해서 패스합시다!!
133,33,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,영어채플이뭔가 궁금했는데 진짜 영어로 하는 채플이었음. 오후수업이라 좋고 그 외에는 채플은 채플인지라....
134,34,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,영어채플이라 그런지 빨리 끝나는듯하네요. 다른 채플과 달리 오후 수업이라 편합니다ㅎㅎ 강추!!
135,35,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,19년 1학기,담당 교수님 바뀌셨는데 더 좋은 것 같습니다 집중해서 들어도 좋을 것 같네요
136,36,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,없어졌으면^^ 이거 졸업요건때문에 돌겠다진짜
137,37,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,18년 1학기,언제쯤 끝날까 채플지옥.. 2패스 남았다!!
138,38,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,역시 채플은 영어로 들어야 일찍끝남가능한 영어 채플과 가능한 이층좌석 가시요
139,39,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,18년 1학기,채플인데 더 말할 필요가 있으려나? 가끔씩 초청연사 오는데 그냥 뭐 다른 거 없음
140,40,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,몸과 마음의 휴식을 할 수 있는  시간이었습니다. 정미현 교수님 이제 더 못볼 것 같아 아쉽네요
141,41,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,편안한 1시간 갖고 가시길 바랍니다..^^ㅎㅎ
142,42,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,몸도 마음도 힐링되는 시간이었습니다 공연보는 재미도 쏠쏠했음
143,43,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,하느님의 은총이 가득한 시간들이었습니다. 드멘
144,44,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,덕분에 강의 사이에 잘 쉬어갔습니다내용은 한번도 안들어서 잘 모르겠네요!
145,45,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,경건한 시간이었습니다. 많은 은총 받은 것 같습니다.
146,46,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,덕분에 매주 네이버 스포츠 하이라이트 잘 챙겨봄 ㅎㅎ
147,47,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,발음이 웃겨서 귀여우심 ㅋㅋ 꿀빨았음 채플은 채플일 뿐 그래도 최소한 예의는 지키자
148,48,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,마지막 채플 꿀 잘빨았습니다ㅎ일찍 끝내주실때가 많아요
149,49,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,18년 1학기,2층 짱 좋아요 ㅎㅎ 덕분에 채플가서 계속 놀앗음
150,50,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,시간표에 맞춰서 넣었음 마지막 채플 개꿀영어채플이라 영어로 진행하는데 막 유창하거나 그런느낌은 못받음.그냥 채플임
151,51,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,18년 1학기,마지막채플이다 드디어끝이다  3연 논패의 종지부 근데 채플 유아이씨꺼라그런가 왜이리노잼됨?
152,52,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,여느 채플과 동일합니다. 성실한 기독교인이 아닌 이상 그냥 다른 공부를 하거나 폰 보거나 졸거나. 그래도 가끔 다른 교수님들 오셔서 열심히 강연하시거 듣다보면 재밌어요.
153,53,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,교수님의 인자하신 목소리 좋았습니다 채플에 무슨 말이 더 필요하겠습니까
154,54,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,교수님의 나긋나긋한 목소리!_! 가서 맨날 과제했어야 저는ㅎ..
155,55,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플이 채플이지 무난했습니다강의구성은 괜찮았던듯
156,56,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,할 말이 없습니다. 왜냐면 꿀잠을 잤기 때문이죠!! 아무런 터치도 없고 좋아요~~
157,57,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플... 무슨 말이 더 필요한가... 무교인 나니까 그냥 잠이나 자자
158,58,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,17년 1학기,"한 번 제외하고는 다 자서 무슨 내용이었는지 모르겠다.예비군으로 빠진 날을 결석계로 메우려고 했는데, 해당 채플 강의를 동영상으로 시청하고 감상문을 써 오라고 한다. 시간 내서 그걸 할 바에는 그냥 결석 처리되고 말지."
159,59,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,논패하고 복학 한다음에 한학기 더 듣게 되었는데  채플은 제때 끝내야한다는 것을 느꼈습니다 다들 화이팅
160,60,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,교수님이 정말 인자하시고 부드러우세요. 좋습니다!
161,61,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플입니다. 패스했습니다. 아직도 2회 남았습니다.
162,62,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,잠이 아주 잘 오고 나긋나긋한 교수님의 목소리가 좋습니다.
163,63,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,앞자리라 다리 펼 수 있어서 좋았다..후 지긋지긋해.
164,64,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,꿀이에요 채플이 재일 재밌었던 학기임 . 약간 부끄러울 정도로 학생들이 연사말씀을 안들음. 연사 퀄리티 최고
165,65,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,조금 일찍 끝내주셔서 바로 다음수업이 상본에서 있었는데  이동시간이 넉넉했습니다.
166,66,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,17년 1학기,"단 한 번도 빼놓지 않고 다 잤다. 우리는 채플을 왜 듣는 것일까. 자기 전에 약간 들을라고 하면 교수님이 폰 하지 말라고 하는데 우린 말 잘 듣는 연대생이 되어 폰을 호주머니에 쏙 넣고 팔짱 끼고 코오 꿀잠을 잘 필요성이 있다. 송도보다 훨씬 자기 좋다. 이런 꿀잠의 기회가 한 학기 밖에 남지 않았다는 것이 아쉽다. 하지만 3학년 되면 도서관에서 자면 되기 때문에 위안이 된다.이상 장난이었고, 사실 채플은 평가하기가 어렵습니다. 포인트 준다니 적을 뿐, 출석만 하면 되는 수업이기 때문에..."
167,67,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,조금 일찍끝내주시는거 같아 좋았다!! 성의있게 더 쓰라니이이이이 이렇겡에에ㅔ엥?
168,68,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,17년 1학기,채플입니다. 이번 학기는 생각보다 볼 거리나 들을 것이 많아 좋았습니다.
169,69,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,교수님 나긋나긋하시고 되게 좋으신 분 같았다. 근데 채플이고 아니고를 떠나서 폰 집어넣어달라고 말 하는데도 계속 보고있는건 좀 예의가 아닌것 같다.
170,70,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,다음 채플에는 옆자리에 이쁜여자 앉았으면 좋겠다.
171,71,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,끝났다 채플 ! 안녕~! 다신보지말자 ㅎㅎ채플을 어떻게 더 성의있게 쓰라는거야! 에브리타임!
172,72,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,PASS..이제 1번 남았다가쟈구우우우웃!!
173,73,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,"난 가끔 이런 생각을 한다. 내가 채플을 통해 배워야 할 것은 무엇인가? 또는 채플의 목표는 무엇인가? 단순히 기독교 학교이기 때문에 하는 걸까? 매주 서로 다른 생각을 하는, 300명이 넘는 학생들이 한 건물에 모여 기독교적 가르침을 듣는 것은 결코 쉬운 일은 아니다. 연세대학교는 그 어려운 일을 해낸다. 우리가 아무렇지 않게 넘기는 채플을 한 번 기획하기 위해 드는 수많은 노력과 막대한 비용을 생각해 볼 필요가 있다. 우리는 과연 그 노력이 조금의 부가가치라도 창출할 수 있도록, 최소한의 관심을 주고 있는가?"
174,74,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,아싸한번만더들으면된당~~~~~~~~~
175,75,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플날은 항상 휴대폰 배터리가 모자람. 으 한번만 더 듣자 ㅋㅋ
176,76,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,히히 채플 패스했다 ㅠㅠ 근데 한 학기 더들어야돼서 싫다 ㅠ
177,77,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,끄앙 외출 10분넘게했는데  안봐준다그래서  걍나간거 패스됨ㅎㅎ
178,78,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,패스함!!ㅎㅎㅎ채플 지루하지 않아서좋았다
179,79,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플입니다  패스하시길  ~~~~~~~~~~~~~~~~~~~~~~~~~
180,80,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,ㅋㅋㅋ 한시간 동안 쉬어가는.. 그래도 듣다보면 유익한 강연하시는 분들 많아서 귀 기울이고 편하게 들으면 얻어가능 게 좀 잌ㅅ는듯
181,81,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,17년 1학기,채플 ㅎㅎㅎ 횟수 까먹지말고 논패당허지말길 ㅎㅎ
182,82,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,수고했어~ 마지막 채플!!4학년에는 듣지말자~~ 모두들 빨리패스하고 속편히 전공수업들으세요!!
183,83,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,요즘은 채플이 0.5학점이라매?? 부럽다논패안하도록 열심히 하세요
184,84,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 채플이죠. 안 까먹고 잘 나와서 패스 받으세요.
185,85,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,롯데껌 노래 부른 아조씨 오셔서 노래불러준것밖에 기억안남중간에 한비야 온 적 있어서 믿고 걸렀음
186,86,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플 생각보다 강연 알차서 좋았음 기모띠 ㅋㅋㅋㅋ
187,87,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 채플이지. 난이제 끝났다ㅎㅎㅎㅎㅎ 걍가서 자셈
188,88,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,17년 1학기,이제 한 번 남았다 ~~ 길게  쓸게 없음 뭘 더 쓰래..
189,89,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,20.0,17년 1학기,"12년도에 시작한 채플 이제서야 끝냈다 자괴감 오진다... 이걸 보는 1,2학년은 꼭 채플 그때그때 들어두길 바람 ㅠㅠ..  군대가기전 한번 논패 받았다가 복학하고나서 넘나 힘들었당. 전공시간이랑 겹침+마일리지제로 바뀌어서 수강신청 괴랄해짐=채플 수강신청조차 못함. 논패 한번과 수강신청 못함 한번으로 3-2돼서야 채플 졸업! 꼮꼮 1,2학년때 들어둡시다~~~"
190,90,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 꼬옥 듣자넌패할거면 듣지 말구다들 열심히 들어서 패스합시다 패스
191,91,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,뜻하지 않게 세시봉 라이브 들어서 좋았습니다 ㅋㅋ
192,92,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,드디어 마지막이네요.. 저처럼 논패받지 마시구 2-2때 다들 끝내시길 ㅎㅎ
193,93,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,전채플막학기에요ㅎㅎㅎ열심히들으세요교수님 목소리도좋으세요
194,94,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 무조건 처음에 쭉 가고 패스기준 넘기면 안가는게 최고인듯. 이번 학기 패스 확정 ㅅㅅ
195,95,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,"동선, 시간 잘 보고 하세요. 지각은 없어요 ......... . .,"
196,96,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 언제나 옳습니다. 제때에 가시고  결석 안하시면 됩니다.
197,97,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,14년 1학기,걍 채플이 채플이죠 뭐 시간대만 잘 맞으면 바로 들으시면 될 겁니다.
198,0,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,20년 1학기,편하게 들을 수 있어요 ㅎㅎ 음악연주도 자주나와서 듣기좋아요
199,1,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,20년 1학기,코로나로 꿀빨면서 채플들음 걍 영상 켜두고 다른 거 하다가 키워드 몇개 엮어서 소감문 재빠르게 작성해서 제출하먄 끝 시험기간에는 귀찮아서 걍 안들었음..
200,2,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,20년 1학기,코로나로 인해서 진짜 힐링하듯이 들었음한 10분 보고 쪽글 작성해서 출석체크 받으면 됩니다동영상 틀어놓고 내 할 거 하면돼요
201,3,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,20년 1학기,그냥 채플. 이거 들으면서 그냥 카페에 앉아있다는 생각으로 쉬는 수업.
202,4,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,20년 1학기,고화질이라 눈이 편-----안. 코로나때문에 방구석에서 인강듣다 지치면 좋은 말로 힘을 주심
203,5,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,20년 1학기,채플 끝났다.... 하하하하하하 이번에 좀 쉽게 p받아서 기쁘다
204,6,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 오후가 꿀이죠ㅎㅎ패스 기준 잘 알아보고 수강하세요!!
205,7,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,20년 1학기,역시 채플은 싸강입니다ㅎㅎ싸강이다보니 편하게 듣고 후기도 간단하게 쓰는데 저는 크게 불편하진 않았음ㅋㅋㅋㅋ
206,8,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,19년 1학기,시간과 학비가 아까운 수업입니다. 다들 자거나 폰을 만집니다. 좀 더 새로운 방식으로 진행했으면 좋겠습니다. 시간과 자원이 너무 아깝습니다ㅠㅠㅠ
207,9,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,그냥 폰하면댐! 가끔 영화보는 사람있지만 그건 좀..
208,10,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,시간괜찮다 싶은날은 그냥 가세요 그래야 나중에 가기싫을때 빠질수잇음
209,11,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,19년 1학기,ㅊㅐ플패플마지막채플개꿀더 이상 어떻게 성의있게 작성하랴
210,12,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,그냥 채플임3번 빠지고 4번까지 아마 빠질수 있었는데 그냥 갔어요.
211,13,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,영어채플이라 알아듣기 어려운 점은 있었습니다.  패스 조건 잘 알아두고 맞추는게 중요
212,14,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,그냥 우리 모두가 아는 평범한 영어채플임. 무슨 말이 더 필요할까
213,15,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,좋아요 좋아요  채플 이제 곧 끝이 보인다ㅜㅜㅜ  성의있는! 글입니다!
214,16,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,아 출책 몇번해야하지...라고 하면서 다니다보면 에타의 누군가가 요일 채플별로 계산을 해줌 ^^
215,17,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,19년 1학기,그냥 채플이지무슨 말이 더 필요할까?그냥 패스받으면 끝
216,18,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,아 오늘 가지 말까... 할 때 가야 패스하는것이 채플.
217,19,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,19년 1학기,"아직도 채플이 남았다니,,,,으아아아아엉어아아아아"
218,20,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,챞을 이즈쵚을 결석만 하지 마세요 아니 뭘 더 적으라는거야
219,21,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,4결 개꿀띠. 채플 다들었다다들 미리미리 들으세요 ㅠ
220,22,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,채플은 채플이다 4결 딱 맞춰서 지헤롭게 패-쓰
221,23,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,19년 1학기,채플 마지막 학기 끝났다 채플은 항상 양 옆자리와 어깨싸움이 중요한거같다
222,24,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,꿀자리 배정받아서 잘 자고 갑니다~ ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
223,25,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,19년 1학기,채플은 그냥 채플입니다 후후 드디어 채플 끝입니다 화이팅 여러분
224,26,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,송도보다좋아요~~~4결 꿀입니다 핸드폰도 안잡네요
225,27,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,19년 1학기,채플은 채플이다...채플시러  흙흙모래여러분 언능 채우세요
226,28,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,20.0,19년 1학기,채플이니 1점~ 하지만 폰이나 자는 거 안 잡는 건 매우 좋다
227,29,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,채플 모두 패스합시다! 화이팅! 가즈아! 갑시다!
228,30,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,채플은 채플입니다.영어 채플이라 그런지 평소보다 더 힘든 느낌이었습니다
229,31,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,20.0,19년 1학기,채플은 항상 끔찍하네요. 이번 학기에는 에어팟 있으신 분들이 승자인 것 같습니다.
230,32,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,19년 1학기,채플이 채플이죠 뭐..저는 한번 남았네요 . 출석일수 잘 확인해서 패스합시다!!
231,33,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,영어채플이뭔가 궁금했는데 진짜 영어로 하는 채플이었음. 오후수업이라 좋고 그 외에는 채플은 채플인지라....
232,34,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,19년 1학기,영어채플이라 그런지 빨리 끝나는듯하네요. 다른 채플과 달리 오후 수업이라 편합니다ㅎㅎ 강추!!
233,35,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,19년 1학기,담당 교수님 바뀌셨는데 더 좋은 것 같습니다 집중해서 들어도 좋을 것 같네요
234,36,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,없어졌으면^^ 이거 졸업요건때문에 돌겠다진짜
235,37,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,18년 1학기,언제쯤 끝날까 채플지옥.. 2패스 남았다!!
236,38,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,역시 채플은 영어로 들어야 일찍끝남가능한 영어 채플과 가능한 이층좌석 가시요
237,39,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,18년 1학기,채플인데 더 말할 필요가 있으려나? 가끔씩 초청연사 오는데 그냥 뭐 다른 거 없음
238,40,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,몸과 마음의 휴식을 할 수 있는  시간이었습니다. 정미현 교수님 이제 더 못볼 것 같아 아쉽네요
239,41,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,편안한 1시간 갖고 가시길 바랍니다..^^ㅎㅎ
240,42,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,몸도 마음도 힐링되는 시간이었습니다 공연보는 재미도 쏠쏠했음
241,43,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,하느님의 은총이 가득한 시간들이었습니다. 드멘
242,44,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,덕분에 강의 사이에 잘 쉬어갔습니다내용은 한번도 안들어서 잘 모르겠네요!
243,45,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,경건한 시간이었습니다. 많은 은총 받은 것 같습니다.
244,46,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,덕분에 매주 네이버 스포츠 하이라이트 잘 챙겨봄 ㅎㅎ
245,47,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,발음이 웃겨서 귀여우심 ㅋㅋ 꿀빨았음 채플은 채플일 뿐 그래도 최소한 예의는 지키자
246,48,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,마지막 채플 꿀 잘빨았습니다ㅎ일찍 끝내주실때가 많아요
247,49,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,18년 1학기,2층 짱 좋아요 ㅎㅎ 덕분에 채플가서 계속 놀앗음
248,50,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,시간표에 맞춰서 넣었음 마지막 채플 개꿀영어채플이라 영어로 진행하는데 막 유창하거나 그런느낌은 못받음.그냥 채플임
249,51,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,18년 1학기,마지막채플이다 드디어끝이다  3연 논패의 종지부 근데 채플 유아이씨꺼라그런가 왜이리노잼됨?
250,52,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,18년 1학기,여느 채플과 동일합니다. 성실한 기독교인이 아닌 이상 그냥 다른 공부를 하거나 폰 보거나 졸거나. 그래도 가끔 다른 교수님들 오셔서 열심히 강연하시거 듣다보면 재밌어요.
251,53,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,교수님의 인자하신 목소리 좋았습니다 채플에 무슨 말이 더 필요하겠습니까
252,54,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,교수님의 나긋나긋한 목소리!_! 가서 맨날 과제했어야 저는ㅎ..
253,55,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플이 채플이지 무난했습니다강의구성은 괜찮았던듯
254,56,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,할 말이 없습니다. 왜냐면 꿀잠을 잤기 때문이죠!! 아무런 터치도 없고 좋아요~~
255,57,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플... 무슨 말이 더 필요한가... 무교인 나니까 그냥 잠이나 자자
